Фамилия,Имя,Отчество,Прежние ФИО,Дата рождения,Место рождения,СНИЛС,ИНН,Вид документа,Серия и номер,Субъект Российской Федерации,Район,Город,Населенный пункт,Улица,Номер дома,Номер корпуса,Номер квартиры,Тип недвижимости,Вид собственности (недвижимость),Адрес недвижимости,Площадь (кв.м),Основание приобретения (недвижимость),Стоимость (недвижимость),Залог (недвижимость),Тип транспортного средства,Марка (транспорт),Год изготовления (транспорт),Идентификационный номер (VIN),Вид собственности (транспорт),Место нахождения/хранения (транспорт),Стоимость (транспорт),Залог (транспорт),Наименование банка/кредитной организации,Адрес банка/кредитной организации,Вид счета,Валюта счета,Дата открытия счета,Остаток на счете (руб.),Наименование организации,Организационно-правовая форма,Адрес организации,Уставный капитал (руб.),Паевой фонд (руб.),Доля участия (%),Основание участия,Вид ценной бумаги,Лицо выпустившее ценную бумагу,Номинальная величина обязательства (руб),Общее количество,Общая стоимость (руб),Наличные денежные средства,Адрес хранения наличных,Драгоценности,Адрес хранения драгоценностей,Предметы искусства,Адрес хранения предметов искусства,Имущество для профессиональных занятий,Адрес хранения имущества,Иное ценное имущество,Адрес хранения иного имущества,Ссылка на документ,ID
Лебедев,Аристарх,Рубеновна,Романова Ираклий Адамович,4/6/1981,с. Назрань,751067087389,8159636475,Свидетельство о рождении,"8,510,277,468",Кемеровская обл.,Южный,клх Томпа,Деревня,ул. Высоцкого,106,8,75,Дача,Частная,"ул. Тополиная, д.171, кв.18",358,Дарение,4338218,Нет,Мототранспортное средство,Нижфарм (Nidda Midco),2012,KzI-226427,Муниципальная,"клх Кизляр, алл. Кленовая, д. 9/1, 727662",2980242,Да,Бобров Групп Банк,"к. Бугуруслан, наб. Тракторная, д. 4 стр. 93, 752469",Депозитный счет,USD,1/6/2021,2515971,НПО «Большаков»,ОАО,"к. Туруханск, ул. Фабричная, д. 1/1 к. 751, 114324",9938773,8475150,33.35,Приватизация,Облигация,РАО «Цветков-Белякова»,27388,5441,430198,467393,"алл. Жуковского, д.116",293438,"наб. Чернышевского, д.54",110484,"ул. Николаева, д.137",55333,"бул. Карла Маркса, д.75",165599,"наб. Леваневского, д.185",https://docs.google.com/document/d/10JOKYJvYgmYwHdTxpQNLGIj_K_qT1WNyslyT4WR_3jo/edit?usp=sharing,ab4ac23b-d547-441c-96be-e01b937ea50f
Денисов,Пахом,Валентиновна,Титова Жанна Сергеевна,2/15/2003,п. Тольятти,55382519926,3304880517,Паспорт,"9,646,699,919",Камчатский край,Восточный,д. Туапсе,Поселок,ул. М.Горького,107,8,38,Земельный участок,Муниципальная,"ш. Маркса Карла, д.50, кв.76",320,Наследство,4269059,Да,Воздушный транспорт,Северный ветер,2005,fHg-041473,Частная,"ст. Клин, алл. Волжская, д. 397 к. 650, 120829",3961649,Нет,РАО «Суворов-Васильева» Банк,"п. Иваново, ш. Щетинкина, д. 55, 825379",Текущий счет,RUB,2/18/2020,3550459,"ИП «Соловьева, Кудрявцев и Лапин»",ООО,"клх Октябрьское (Хант.), ул. 40 лет Победы, д. 9 стр. 64, 336546",8881031,47809292,14.85,Приватизация,Вексель,Ланит,29618,3683,462266,259075,"ш. Машиностроителей, д.31",193177,"ул. Кочубея, д.173",388169,"бул. Революции, д.93",267962,"пр. Горького, д.63",80862,"бул. Верхний, д.37",https://docs.google.com/document/d/1Zif_KQb-USte_GhXjeXHbBSfJaSWahTAQG8TdgexKVo/edit?usp=sharing,f5153171-bc0a-4f3c-b04c-c467fbcdd1b4
Попов,Измаил,Ануфриевич,Максимов Иосиф Теймуразович,3/23/1947,д. Ноглики,669347231098,7241667636,Водительское удостоверение,"3,282,730,672",респ. Крым,Восточный,д. Буйнакск,Село,алл. Томская,161,10,65,Гараж,Государственная,"пр. Буденного, д.23, кв.39",319,Наследство,3089588,Да,Водный транспорт,НПО «Фролова»,2012,jzg-632576,Частная,"п. Амурск, пр. Вокзальный, д. 214 к. 6, 596463",2957915,Нет,Транснефть Банк,"к. Калачинск, пр. Водопроводный, д. 1/2 стр. 256, 890198",Текущий счет,USD,1/31/2018,4280444,ГК Агропромкомплектация,ПАО,"п. Алапаевск, ш. Ветеранов, д. 71 к. 15, 532598",12296777,35874265,92.52,Приватизация,Вексель,НПО «Михеев Медведев»,30065,1271,302347,143863,"ул. Кольцова, д.60",196372,"бул. Светлый, д.4",196234,"ул. Таежная, д.83",145108,"ш. Бабушкина, д.80",24902,"пр. Карбышева, д.113",https://docs.google.com/document/d/16POlD06XB5h79Ziwvk5RHhdmszCtaJYn1K7NAgv4q7Q/edit?usp=sharing,40d2bec6-baee-4327-9e1c-c251981dbbe1
Воронов,Аггей,Артёмович,Потапов Аггей Филиппович,2/8/1983,д. Тарко-Сале,665755847333,9993700805,Водительское удостоверение,"7,910,293,645",респ. Карелия,Восточный,д. Азов (Рост.),Поселок,алл. Проезжая,180,8,3,Дача,Частная,"пр. Социалистический, д.23, кв.8",293,Купля-продажа,340666,Да,Грузовой автомобиль,Русакова Инк,2023,vTk-872204,Частная,"с. Ребриха, ш. Красное, д. 3/3, 246793",4435946,Да,ООО «Шарапова Королева» Банк,"к. Лодейное Поле, бул. Воровского, д. 6, 021752",Депозитный счет,EUR,9/16/2018,4329408,Гурьева Групп,ООО,"д. Одинцово, наб. Театральная, д. 3/8 к. 4/3, 531345",27412070,11125578,66.18,Вклад в уставный капитал,Опцион,Симонова Групп,15276,8133,188550,91216,"пр. Ярославский, д.198",276063,"ул. Виноградная, д.158",120501,"наб. Жуковского, д.94",146528,"алл. Ярославская, д.47",146058,"алл. Болотная, д.78",https://docs.google.com/document/d/1Rh8EDTlAOi_cUhdyPCxz5dMv9qh53ePLjQ18JpLw0L8/edit?usp=sharing,d1625316-ccb4-459b-b4e7-d7b2e3295791
Дьячков,Ираклий,Станиславовна,Мишина Елизар Феофанович,6/2/1947,клх Волоколамск,654549399666,2913010764,Паспорт,"8,040,679,506",Ивановская обл.,Южный,д. Комсомольск-на-Амуре,Деревня,ул. Пархоменко,196,8,11,Земельный участок,Частная,"пр. Восточный, д.51, кв.94",251,Дарение,4682436,Да,Легковой автомобиль,"ЗАО «Пономарева, Архипов и Сазонов»",2010,ogG-423340,Государственная,"ст. Кирово-Чепецк, алл. Юности, д. 5/4, 987369",2650687,Нет,Ширяев Лтд Банк,"с. Дербент, бул. Фестивальный, д. 12 к. 8/3, 980577",Депозитный счет,RUB,1/1/2017,1801132,ИП «Чернов»,ЗАО,"п. Дубна, алл. Ростовская, д. 8/5, 959952",30027782,1162269,84.18,Покупка акций,Акция,НПО «Котов»,25231,8666,362283,486162,"пр. Ставропольский, д.14",108860,"пр. Проточный, д.118",216999,"ул. Хвойная, д.57",51785,"ул. Белорусская, д.150",183333,"пр. Коммуны, д.111",https://docs.google.com/document/d/1-iBp1FgW8CYuemC08aVXg7gQNXM-Tit5xQo4wmhccpo/edit?usp=sharing,30aef7c0-0b9c-4c5d-ba40-396156df2ab5
Галкина,Эммануил,Рудольфовна,Кулагина Иосиф Яковлевич,2/18/1983,ст. Воткинск,826426419532,4056853180,Свидетельство о рождении,"5,477,657,332",Еврейская АО,Южный,ст. Стерлитамак,Деревня,ул. Фурманова,41,2,1,Гараж,Государственная,"алл. Гражданская, д.98, кв.74",456,Дарение,2117211,Да,Мототранспортное средство,"ОАО «Куликова, Дмитриева и Новикова»",1994,zdh-465258,Государственная,"г. Старая Русса, пер. Звездный, д. 7, 589394",4212906,Нет,ЗАО «Дмитриева Яковлев» Банк,"п. Ижевск, бул. Высоковольтный, д. 96 стр. 55, 369811",Текущий счет,RUB,10/14/2022,2889054,Крылова Лтд,ОАО,"ст. Витим, ул. Коммунальная, д. 5/8 к. 2/5, 557775",33059777,23173254,36.21,Вклад в уставный капитал,Фьючерс,ИП «Колобова»,2150,577,22325,460705,"бул. Фестивальный, д.27",182665,"ш. Аэродромное, д.192",380184,"ш. Бульварное, д.145",119877,"ш. Веселое, д.200",246760,"пер. Магистральный, д.130",https://docs.google.com/document/d/16yNUImaOPUZeuZMEAOlEBRCtjuAKl-bcIbn27-hZvSo/edit?usp=sharing,365f108e-174d-4f67-8c1f-c5d2877099b5
Андреева,Аристарх,Антипович,Дмитриева Ян Кузьминична,11/22/1941,д. Воскресенск,896753106454,7922065788,Свидетельство о рождении,"3,158,117,200",Ямало-Ненецкий АО,Западный,с. Хужир,Деревня,наб. Победа,150,8,32,Квартира,Государственная,"бул. Луговой, д.187, кв.33",274,Купля-продажа,2753414,Да,Сельскохозяйственная техника,"ЗАО «Федорова, Гришин и Абрамова»",2016,bCe-488979,Государственная,"с. Новомичуринск, пер. Байкальский, д. 782, 200065",4941958,Да,ООО «Носков Кудрявцев» Банк,"к. Прохладный, бул. Космонавтов, д. 849 стр. 7/4, 599960",Депозитный счет,USD,10/26/2021,2618426,ООО «Иванов-Потапов»,ПАО,"д. Тольятти, алл. Огородная, д. 430, 071216",49426076,29591241,73.43,Покупка акций,Акция,"НПО «Королев, Козлов и Герасимов»",46435,3504,42979,444988,"ш. Западное, д.89",223130,"наб. Покровская, д.104",195044,"пер. Дарвина, д.160",112728,"алл. Механизаторов, д.40",234067,"наб. Ольховая, д.186",https://docs.google.com/document/d/1MFmj7nTmFrtk9gyUL6u1YNLRKnPeg8HN_An6JlpMvcg/edit?usp=sharing,ec8cad85-80fe-4835-b2db-7897608d3d22
Виноградов,Татьяна,Федосеевич,Кудряшов Данила Теймуразович,2/27/1989,д. Учалы,711879147130,9727992553,Паспорт,"6,894,157,239",Оренбургская обл.,Центральный,г. Юровск,Деревня,наб. Демьяна Бедного,19,2,99,Квартира,Частная,"ш. Энтузиастов, д.37, кв.73",484,Дарение,4762107,Да,Иное транспортное средство,ООО «Пестова-Ларионова»,2014,OmV-339609,Частная,"клх Осташков, наб. Советская, д. 72 стр. 1/9, 750249",385886,Да,НПО «Власов-Горшкова» Банк,"г. Юрьевец (Иван.), пер. Поселковый, д. 41 к. 3, 706348",Сберегательный счет,RUB,8/29/2023,2150828,Голубев Лимитед,ПАО,"д. Уфа, наб. Нагорная, д. 130 к. 5, 615548",7513739,4970645,44.21,Покупка акций,Акция,Сорокин Лтд,5249,6808,55493,234201,"бул. Театральный, д.103",292106,"алл. Заовражная, д.143",312967,"пр. Слободской, д.65",161615,"бул. Морозова, д.111",137232,"наб. Тепличная, д.90",https://docs.google.com/document/d/103tbn_cBwFt6I1NzMSsa4I5_eyiiDGwdsSPFo6NnG8o/edit?usp=sharing,3a9cfcff-ce02-41c7-9cbb-87f25e97cd7a
Зиновьева,Зинаида,Эльдаровна,Некрасов Никита Сергеевна,7/22/1942,ст. Курганинск,350895246252,5595654659,Паспорт,"5,461,894,092",Приморский край,Западный,клх Братск,Поселок,ул. Ушакова,76,6,61,Земельный участок,Частная,"наб. Свободная, д.93, кв.98",288,Наследство,1764862,Да,Иное транспортное средство,ЗАО «Емельянова-Елисеева»,2001,fOH-911569,Частная,"п. Колпашево, бул. Горный, д. 74 стр. 2/8, 781298",3820007,Да,НПО «Комарова-Попов» Банк,"д. Кисловодск, наб. Стахановская, д. 9/3 стр. 65, 574797",Депозитный счет,EUR,11/13/2015,705810,ЗАО «Васильев»,ПАО,"клх Нижнеудинск, бул. Отрадный, д. 191 стр. 7/2, 658033",15287693,5074509,44.95,Покупка акций,Акция,ЗАО «Кулагин Владимирова»,24009,9533,445837,406446,"пр. Вавилова, д.119",131270,"алл. Маркса Карла, д.91",449165,"пр. Тракторный, д.61",288788,"ул. Революционная, д.169",239119,"ул. Привокзальная, д.111",https://docs.google.com/document/d/1rAchqHfmdjJNZQ1tc4Uadje_yBGI_XeHT9o2sJUBakg/edit?usp=sharing,55ce9beb-d0f6-4f03-ba5e-697c75bef5e9
Константинова,Ирина,Владленович,Антонова Владислав Арсеньевич,6/19/1955,г. Бреды,895394630382,7421297224,Паспорт,"8,805,168,584",респ. Кабардино-Балкария,Западный,ст. Тура,Деревня,пер. Советский,120,10,100,Квартира,Государственная,"бул. Ореховый, д.80, кв.90",92,Дарение,1216052,Нет,Сельскохозяйственная техника,АО «Игнатьев Прохорова»,1983,fNp-642217,Частная,"ст. Южно-Курильск, ул. Школьная, д. 761 к. 27, 342115",1156465,Нет,АО «Мишин» Банк,"к. Кажим, алл. Микрорайон, д. 5 к. 2/4, 690632",Депозитный счет,RUB,10/10/2024,3297499,ОАО «Филатова-Чернова»,ПАО,"ст. Диксон, бул. Гагарина, д. 4/6 к. 33, 247601",48596304,27317646,76.04,Покупка акций,Акция,ЗАО «Афанасьев»,10236,428,345502,444369,"бул. Суворова, д.9",223899,"ул. Томская, д.85",164376,"бул. Угловой, д.16",148029,"пер. Мелиораторов, д.50",214258,"ул. Мелиораторов, д.53",https://docs.google.com/document/d/1LeUbCeZMEOYc9XlSwK9YHua8jW-FIaLIMdBxt7Eq0tU/edit?usp=sharing,44909056-480a-4bd8-8759-9f775a1740af
